Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2023	4/29/2023	20022807
Hon.	Beyer	Donald Sternoff	Jr	P	VA08	2023	7/1/2023	20023129
Hon.	Bice	Stephanie		P	OK05	2023	8/12/2023	20023437
Hon.	Bishop	Dan Daniel		P	NC08	2023	5/4/2023	20022126
Hon.	Bishop	Dan Daniel		P	NC08	2023	5/7/2023	20022876
	Blair	Nicholas Edward		C	AZ09	2023	3/20/2023	10051119
Hon.	Blumenauer	Earl		P	OR03	2023	1/4/2023	20022225
Hon.	Blumenauer	Earl		P	OR03	2023	1/12/2023	20022271
Hon.	Blumenauer	Earl		P	OR03	2023	3/6/2023	20022521
Hon.	Blumenauer	Earl		P	OR03	2023	3/9/2023	20022546
Hon.	Blumenauer	Earl		P	OR03	2023	4/5/2023	20022667
Hon.	Blumenauer	Earl		P	OR03	2023	6/8/2023	20023073
Hon.	Blumenauer	Earl		P	OR03	2023	7/12/2023	20023218
Hon.	Blumenauer	Earl		P	OR03	2023	8/4/2023	20023435
	Bocanegra	Josh		C	CA30	2023	2/10/2023	10050895
	Bonnett	Erik C.		C	PA04	2023	6/14/2023	10055123
Hon.	Bourdeaux	Carolyn		T	GA07	2023	5/3/2023	10050782
Hon.	Bourdeaux	Carolyn		X	GA07	2023	1/16/2023	30017735
	Bowman	John		C	MO05	2023	7/27/2023	10055405
	Boyd	Vance W.		C	TX19	2023	7/22/2023	10055248
	Brame	Madeline		C	NY05	2023	8/11/2023	10055598
	Brock	Matthew		C	CA04	2023	4/28/2023	10052608
Hon.	Brooks	Mo		T	AL05	2023	5/2/2023	10050815
Hon.	Brooks	Mo		X	AL05	2023	1/23/2023	30017748
Hon.	Brown	Anthony		T	MD04	2023	1/14/2023	10050771
Mr.	Bruneau	Christopher Marc		C	MD01	2023	5/15/2023	10053620
Mr.	Bryant	Bart Alexander		C	GA14	2023	7/14/2023	10055296
	Bryant	Carolyn Bonita		D	TX07	2023	6/14/2023	40003500
Hon.	Budd	Theodore P.		E	NC13	2023	1/6/2023	8219324
Hon.	Budd	Theodore P.		E	NC13	2023	2/16/2023	8219386
Hon.	Burgess	Michael C.		P	TX26	2023	1/25/2023	20022259
Hon.	Burgess	Michael C.		P	TX26	2023	2/9/2023	20022391
Hon.	Burgess	Michael C.		P	TX26	2023	3/3/2023	20022499
Hon.	Burgess	Michael C.		P	TX26	2023	3/14/2023	20022541
Hon.	Burgess	Michael C.		P	TX26	2023	4/14/2023	20022685
Hon.	Burgess	Michael C.		P	TX26	2023	6/15/2023	20023153
Hon.	Burgess	Michael C.		P	TX26	2023	7/18/2023	20023340
Hon.	Burgess	Michael C.		P	TX26	2023	8/8/2023	20023382
Hon.	Burlison	Eric		P	MO07	2023	3/1/2023	8219414
Hon.	Burlison	Eric		X	MO07	2023	5/24/2023	8219675
	Burlison	Heather		C	TX24	2023	6/17/2023	10055147
	Burlison	Heather		D	TX24	2023	6/20/2023	40003501
	Burnett	Debby		C	CO03	2023	4/30/2023	10051745
	Burrows	Johnathon		C	CA20	2023	5/15/2023	10054463
Hon.	Bustos	Cheri		T	IL17	2023	1/24/2023	10050743
	Butcher	Callie		X	TX32	2023	8/1/2023	30019364
Hon.	Butterfield	G. K.		T	NC01	2023	2/21/2023	10050941
	Cain	Dennis Nate Nathan		C	WV02	2023	6/29/2023	10055201
	Cano	Sandra C.		C	RI01	2023	6/2/2023	8219744
	Caplan	Stan		W	CA51	2023	4/24/2023	7899
	Carlson	Don		C	RI01	2023	8/3/2023	10052966
	Carlson	Don		X	RI01	2023	5/9/2023	30018208
	Carmen	Goers		C	WA08	2023	5/15/2023	10051148
	Carrillo	Francisco	Jr.	X	CA27	2023	5/24/2023	8219678
Hon.	Carter	Earl Leroy		P	GA01	2023	5/9/2023	20022894
	Castelli	Robert Christian		C	NC06	2023	5/14/2023	10054347
Hon.	Castro	Joaquin		G	TX20	2023	4/24/2023	8219472
	Catala	Ryan Joshua		C	TX12	2023	2/13/2023	10050901
Hon.	Cawthorn	David Madison		X	NC11	2023	1/23/2023	30017745
Mr.	Cerullo	John Edward		D	NY19	2023	4/12/2023	40003470
Hon.	Chabot	Steve		T	OH01	2023	3/17/2023	10050817
Hon.	Chabot	Steve		X	OH01	2023	1/23/2023	30017747
	Chandrakumar	Roshan		C	OH03	2023	5/11/2023	10053932
	Chen	Nolan		D	CA10	2023	7/24/2023	40003510
Hon.	Cheney	Elizabeth		T	WY00	2023	3/5/2023	10050861
Hon.	Cheney	Elizabeth		X	WY00	2023	2/2/2023	30017762
Hon.	Cheney	Elizabeth		X	WY00	2023	3/10/2023	30017790
	Cherny	Andrei		C	AZ01	2023	8/10/2023	10052541
	Cherny	Andrei		X	AZ01	2023	5/3/2023	30018096
	Ching	Eric J.		C	CA38	2023	2/1/2023	10050857
Hon.	Clark	Katherine M.		P	MA05	2023	3/6/2023	20022509
Hon.	Clark	Katherine M.		P	MA05	2023	6/8/2023	20022917
Hon.	Cohen	Steve		P	TN09	2023	2/4/2023	20022368
Hon.	Cohen	Steve		P	TN09	2023	2/13/2023	20022428
Hon.	Cohen	Steve		P	TN09	2023	6/26/2023	20023162
Hon.	Cohen	Steve		P	TN09	2023	7/28/2023	20023392
Hon.	Cole	Tom		P	OK04	2023	3/7/2023	8219430
Hon.	Cole	Tom		P	OK04	2023	8/10/2023	8219893
	Coleman	Bernard Wade		C	CO02	2023	5/25/2023	10054917
	Coleman	Bernard Wade		D	CO02	2023	6/7/2023	8219756
Hon.	Collins	Michael A.		X	GA10	2023	5/24/2023	8219686
	Compton	William Dakota		C	KY02	2023	4/6/2023	10051635
	Conforti	Niki		X	IL06	2023	7/24/2023	8219857
Hon.	Connolly	Gerald E.		P	VA11	2023	1/24/2023	20022309
Hon.	Connolly	Gerald E.		P	VA11	2023	4/4/2023	20022660
Hon.	Conway	Connie		T	CA22	2023	3/30/2023	10050864
Hon.	Conway	Connie		X	CA22	2023	2/2/2023	30017763
	Conyears-Ervin	Melissa		X	IL07	2023	5/10/2023	8219538
Mrs.	Conyears-Ervin	Melissa		C	IL07	2023	8/16/2023	10055388
	Cooke	Rebecca		C	WI03	2023	8/14/2023	10055402
	Cooke	Rebecca		X	WI03	2023	8/17/2023	30019377
Hon.	Cooper	Jim		T	TN05	2023	5/1/2023	10050786
Hon.	Cooper	Jim		X	TN05	2023	1/17/2023	30017737
	Cooper	Kelly		X	AZ04	2023	5/17/2023	30018481
	Coplen	Rick		C	PA10	2023	4/20/2023	10052248
	Corey	Gene Raymond Ill		C	CA39	2023	7/1/2023	10055211
Mr.	Coulombe	Chris		X	CA02	2023	6/21/2023	30019244
	Cravens	Maurice Randall	II	D	KY06	2023	3/21/2023	8219438
Hon.	Crenshaw	Daniel		P	TX02	2023	4/20/2023	20022770
	Cross	Robert N.		C	ME02	2023	7/14/2023	10054483
	Cross	Robert N.		X	ME02	2023	5/17/2023	30018883
Mr.	Cummings	Rodney Justin		C	IN05	2023	5/24/2023	10054906
	Curry	Kellen		C	NY03	2023	5/4/2023	10052677
Hon.	Curtis	John		P	UT03	2023	1/10/2023	20022249
Hon.	Curtis	John		P	UT03	2023	2/13/2023	20022423
Hon.	Curtis	John		P	UT03	2023	3/13/2023	20022561
Hon.	Curtis	John		P	UT03	2023	3/27/2023	20022624
Hon.	Curtis	John		P	UT03	2023	5/10/2023	20022721
Hon.	Curtis	John		P	UT03	2023	6/2/2023	20023061
Hon.	Curtis	John		P	UT03	2023	8/7/2023	20023444
	Damikolas	Allyson		X	CA40	2023	6/27/2023	30019246
	Damikolas	Allyson Muniz		C	CA40	2023	6/22/2023	10055083
Ms.	Daniels	Shamaine		C	PA10	2023	5/14/2023	10054383
	Danimus	Ann Marie		C	WA05	2023	6/13/2023	10050788
	Davis	Colleen		X	DE00	2023	8/17/2023	30019374
Hon.	Davis	Don		X	NC01	2023	5/24/2023	8219691
Hon.	Davis	Rodney		T	IL13	2023	1/14/2023	10050777
	De Aquino Sirianni	Cynthia Munhos		C	CO02	2023	7/5/2023	10055221
Hon.	DeFazio	Peter A.		T	OR04	2023	1/14/2023	10050775
	Deford	William Mac		C	SC01	2023	8/13/2023	10051906
	Deford	William Mac		X	SC01	2023	5/17/2023	30018910
Hon.	DelBene	Suzan K.		P	WA01	2023	1/2/2023	20022183
Hon.	DelBene	Suzan K.		P	WA01	2023	1/21/2023	20022288
Hon.	DelBene	Suzan K.		P	WA01	2023	2/6/2023	20022355
Hon.	DelBene	Suzan K.		P	WA01	2023	2/19/2023	20022453
Hon.	DelBene	Suzan K.		P	WA01	2023	3/7/2023	20022498
Hon.	DelBene	Suzan K.		P	WA01	2023	3/20/2023	20022589
Hon.	DelBene	Suzan K.		P	WA01	2023	4/10/2023	20022655
Hon.	DelBene	Suzan K.		P	WA01	2023	5/6/2023	20022828
Hon.	DelBene	Suzan K.		P	WA01	2023	5/25/2023	20022975
Hon.	DelBene	Suzan K.		P	WA01	2023	6/7/2023	20023052
Hon.	DelBene	Suzan K.		P	WA01	2023	6/14/2023	20023100
Hon.	DelBene	Suzan K.		P	WA01	2023	6/23/2023	20023183
Hon.	DelBene	Suzan K.		P	WA01	2023	7/7/2023	20023238
Hon.	DelBene	Suzan K.		P	WA01	2023	7/25/2023	20023349
Hon.	DelBene	Suzan K.		P	WA01	2023	8/8/2023	20023421
	Dellicker	Kevin		C	PA07	2023	8/8/2023	10055442
Hon.	Demings	Valdez 'Val'		T	FL10	2023	3/1/2023	10050820
Hon.	Demings	Valdez 'Val'		X	FL10	2023	1/30/2023	30017753
Hon.	Dingell	Debbie		P	MI06	2023	3/8/2023	20022528
Hon.	Dingell	Debbie		P	MI06	2023	3/15/2023	20022585
Hon.	Dingell	Debbie		P	MI06	2023	4/19/2023	20022749
Hon.	Dingell	Debbie		P	MI06	2023	5/15/2023	20022957
Hon.	Dingell	Debbie		P	MI12	2023	1/1/2023	20022184
Hon.	Dingell	Debbie		P	MI12	2023	1/19/2023	20022293
Hon.	Doggett	Lloyd		P	TX35	2023	1/5/2023	20022228
Hon.	Doggett	Lloyd		P	TX37	2023	3/6/2023	20022517
Hon.	Doggett	Lloyd		P	TX37	2023	4/10/2023	20022697
Hon.	Doggett	Lloyd		P	TX37	2023	5/4/2023	20022859
Hon.	Doggett	Lloyd		P	TX37	2023	6/7/2023	20023097
Hon.	Doggett	Lloyd		P	TX37	2023	7/10/2023	20023279
Hon.	Doggett	Lloyd		P	TX37	2023	8/7/2023	20023456
	Dood	Brett R.		C	CA09	2023	5/12/2023	10051082
Dr.	Douglass	Eugene Farley		C	NC02	2023	8/6/2023	10055500
Hon.	Doyle	Michael F.		T	PA18	2023	2/15/2023	10050889
Hon.	Dunn	Neal Patrick MD, Facs		P	FL02	2023	2/17/2023	20022361
Hon.	Dunn	Neal Patrick MD, Facs		P	FL02	2023	5/26/2023	20023022
	Dunwoody	Stephen Andrae'		X	CA30	2023	6/21/2023	30019242
	Easton	Kevin		C	OR05	2023	5/17/2023	8219595
	Eddy	Christopher		C	FL25	2023	8/9/2023	10055514
	Edwards	Amanda		X	TX18	2023	7/12/2023	30019269
	Edwards	Becky		X	UT02	2023	6/27/2023	30019249
Hon.	Edwards	Chuck		X	NC11	2023	5/24/2023	8219697
	Ehasz	Ashley		C	PA01	2023	6/13/2023	10052369
	Ehasz	Ashley		X	PA01	2023	5/3/2023	30018053
Dr.	Ekpete	Uloma Uma-Kama		C	RI01	2023	6/28/2023	10055190
	Engel	Kirsten		C	AZ06	2023	8/13/2023	10052634
	Engel	Kirsten		X	AZ06	2023	5/17/2023	30018383
	Eppler	Sam		C	TX24	2023	6/24/2023	10055172
	Estrada	Rafael		A	IL17	2023	8/10/2023	10055572
	Estrada	Rafael		C	IL17	2023	8/10/2023	10055569
	Estrada	Rafael		X	IL17	2023	5/24/2023	8219701
Hon.	Evans	Dwight		P	PA03	2023	3/9/2023	20022547
Hon.	Evans	Dwight		P	PA03	2023	7/5/2023	20023246
	Eyring	Henry Christian		W		2023		8219871
Hon.	Ezell	Walter Michael		X	MS04	2023	5/24/2023	8219702
	Feuer	Michael		C	CA30	2023	3/29/2023	8219439
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2023	2/13/2023	8219359
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2023	5/9/2023	8219527
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2023	8/14/2023	8219919
Hon.	Flood	Mike		P	NE01	2023	5/4/2023	20022861
Hon.	Flores	Mayra Nohemi		X	TX34	2023	2/2/2023	30017764
	Focht	Cyril Jason		C	TN06	2023	8/2/2023	10055394
	Forte	Tina		C	NY14	2023	6/15/2023	10055136
Hon.	Foxx	Virginia		P	NC05	2023	1/3/2023	20022211
Hon.	Foxx	Virginia		P	NC05	2023	1/3/2023	20022213
Hon.	Foxx	Virginia		P	NC05	2023	2/3/2023	20022352
Hon.	Foxx	Virginia		P	NC05	2023	3/3/2023	20022504
Hon.	Foxx	Virginia		P	NC05	2023	4/4/2023	20022646
Hon.	Foxx	Virginia		P	NC05	2023	5/1/2023	20022822
Hon.	Foxx	Virginia		P	NC05	2023	6/2/2023	20023059
Hon.	Foxx	Virginia		P	NC05	2023	7/7/2023	20023237
Hon.	Foxx	Virginia		P	NC05	2023	7/28/2023	20023393
Hon.	Frankel	Lois		P	FL21	2023	1/6/2023	20022218
Hon.	Frankel	Lois		P	FL22	2023	2/3/2023	20022357
Hon.	Frankel	Lois		P	FL22	2023	3/13/2023	20022557
Hon.	Frankel	Lois		P	FL22	2023	4/3/2023	20022571
Hon.	Frankel	Lois		P	FL22	2023	4/28/2023	20022805
Hon.	Frankel	Lois		P	FL22	2023	5/19/2023	20022974
Hon.	Frankel	Lois		P	FL22	2023	6/24/2023	20023194
Hon.	Frankel	Lois		P	FL22	2023	7/28/2023	20023369
Hon.	Franklin	Scott Mr		P	FL18	2023	3/7/2023	20022530
Hon.	Franklin	Scott Mr		P	FL18	2023	5/23/2023	20022987
	Franzese	Daniel John		C	FL22	2023	5/3/2023	10052351
	Friedman	Laura		C	CA30	2023	7/9/2023	10053411
	Friedman	Laura		X	CA30	2023	5/17/2023	30018370
	Frisch	Adam		C	CO03	2023	8/13/2023	10054685
	Frisch	Adam		X	CO03	2023	5/17/2023	30018981
Hon.	Fulcher	Russ		P	ID01	2023	5/12/2023	20022919
	Galan-Woods	Marlene		X	AZ01	2023	6/21/2023	8219794
Hon.	Garcia	Michael		P	CA27	2023	1/26/2023	20022325
Hon.	Garcia	Michael		P	CA27	2023	6/20/2023	20023182
Hon.	Garcia	Michael		P	CA27	2023	8/17/2023	20023553
Mr.	Garza	Mauro Everett		C	TX34	2023	5/7/2023	10053259
Mr.	Gaye	Joseph Oliver		D	CO05	2023	6/20/2023	40003502
	Gereghty	Elizabeth		X	NY17	2023	5/17/2023	30018900
	Gereghty	Elizabeth		X	NY17	2023	6/21/2023	30019204
Hon.	Gibbs	Bob		T	OH07	2023	1/25/2023	10050773
	Giles	David Victor		C	AZ04	2023	5/15/2023	10054713
	Gillen	Laura		X	NY04	2023	6/6/2023	30019031
Hon.	Gohmert	Louie		T	TX01	2023	1/26/2023	10050825
Hon.	Goldman	Daniel		P	NY10	2023	2/24/2023	20022407
Hon.	Goldman	Daniel		P	NY10	2023	3/20/2023	20022480
Hon.	Goldman	Daniel		P	NY10	2023	4/17/2023	20022653
Hon.	Goldman	Daniel		P	NY10	2023	5/19/2023	20022948
Hon.	Goldman	Daniel		P	NY10	2023	6/15/2023	20023065
Hon.	Goldman	Daniel		P	NY10	2023	7/24/2023	20023253
Hon.	Goldman	Daniel		P	NY10	2023	8/13/2023	20023404
	Goncalves	John		C	RI01	2023	8/13/2023	10053977
	Goncalves	John		X	RI01	2023	5/17/2023	30018726
Hon.	Gonzalez	Anthony E.		T	OH16	2023	5/3/2023	10050790
Hon.	Gonzalez	Anthony E.		X	OH16	2023	1/18/2023	30017739
	Goodrich	Charles		C	IN05	2023	8/13/2023	10055646
	Goodrich	Charles		X	IN05	2023	5/10/2023	8219540
Hon.	Gottheimer	Josh		P	NJ05	2023	1/13/2023	20022219
Hon.	Gottheimer	Josh		P	NJ05	2023	2/17/2023	20022412
Hon.	Gottheimer	Josh		P	NJ05	2023	3/17/2023	20022531
Hon.	Gottheimer	Josh		P	NJ05	2023	4/20/2023	20022683
Hon.	Gottheimer	Josh		P	NJ05	2023	5/19/2023	20022877
Hon.	Gottheimer	Josh		P	NJ05	2023	6/11/2023	20023087
Hon.	Gottheimer	Josh		P	NJ05	2023	7/11/2023	20023257
	Gray	Adam C.		C	CA13	2023	5/15/2023	10054185
Hon.	Green	Mark Dr		P	TN07	2023	1/9/2023	20022193
Hon.	Green	Mark Dr		P	TN07	2023	1/30/2023	20022322
Hon.	Green	Mark Dr		P	TN07	2023	2/5/2023	20022337
Hon.	Green	Mark Dr		P	TN07	2023	2/27/2023	20022463
Hon.	Green	Mark Dr		P	TN07	2023	4/1/2023	20022626
Hon.	Green	Mark Dr		P	TN07	2023	4/16/2023	20022725
Hon.	Green	Mark Dr		P	TN07	2023	5/26/2023	20022998
Hon.	Green	Mark Dr		P	TN07	2023	6/2/2023	20023055
Hon.	Green	Mark Dr		P	TN07	2023	6/5/2023	20023075
Hon.	Green	Mark Dr		P	TN07	2023	6/12/2023	20023119
Hon.	Green	Mark Dr		P	TN07	2023	6/30/2023	20023220
Hon.	Green	Mark Dr		P	TN07	2023	7/18/2023	20023329
Hon.	Green	Mark Dr		P	TN07	2023	7/24/2023	20023358
Hon.	Green	Mark Dr		P	TN07	2023	8/8/2023	20023441
Hon.	Green	Mark Dr		P	TN07	2023	8/14/2023	20023526
Mr.	Griffin	James Brian		C	CA47	2023	6/5/2023	10054996
Hon.	Grothman	Glenn S.		P	WI06	2023	6/27/2023	20023104
Hon.	Guest	Michael Patrick		P	MS03	2023	1/19/2023	20022270
Hon.	Guest	Michael Patrick		P	MS03	2023	2/24/2023	20022392
Hon.	Guest	Michael Patrick		P	MS03	2023	4/14/2023	20022701
Hon.	Guest	Michael Patrick		P	MS03	2023	7/14/2023	20023247
	Gunderson	Matt		X	CA49	2023	6/6/2023	30019035
	Gutmann	Andrew		X	FL22	2023	5/17/2023	30018561
	Gutmann	Andrew		X	FL22	2023	6/27/2023	30019247
	Gutmann	Andrew		X	FL22	2023	7/18/2023	30019293
	Gwinn	Lovelynn		C	NY00	2023	5/15/2023	10053876
	Gwinn	Lovelynn		X	NY00	2023	5/17/2023	30018532
	Hammes	Anthony		D	WI01	2023	5/12/2023	8219530
	Hammes	Anthony		D	WI01	2023	5/15/2023	40003489
	Harbaugh	Michael Robert		C	OH10	2023	8/1/2023	10055445
	Harris	Clemmie L.		C	NY22	2023	8/9/2023	10055427
	Harris	Clemmie L.		X	NY22	2023	6/21/2023	8219795
	Harris	Clemmie L.		X	NY22	2023	7/24/2023	8219856
Hon.	Harshbarger	Diana		P	TN01	2023	3/2/2023	8219412
Hon.	Harshbarger	Diana		P	TN01	2023	3/27/2023	20016496
Hon.	Hartzler	Vicky		T	MO04	2023	1/25/2023	10050772
	Hatfield	Scott Allen	Jr.	C	UT02	2023	7/13/2023	10055292
Dr.	Hayes	James		C	PA12	2023	8/16/2023	10052518
Dr.	Hayes	James		X	PA12	2023	5/3/2023	30018086
Mr.	Hearton	John L.		A	FL08	2023	5/24/2023	10054909
Mr.	Hearton	John L.		C	FL08	2023	5/23/2023	10054332
	Helgelien	Elizabeth Nicole		C	NV03	2023	8/11/2023	10052858
	Helgelien	Elizabeth Nicole		X	NV03	2023	5/24/2023	8219719
	Hemphill	James Terrelle		C	OH11	2023	6/1/2023	10054972
	Henriquez	Ada Norah		P	PR00	2023	5/2/2023	8219483
Hon.	Hern	Kevin		P	OK01	2023	1/13/2023	20022285
Hon.	Hern	Kevin		P	OK01	2023	2/14/2023	20022430
Hon.	Hern	Kevin		P	OK01	2023	3/15/2023	20022580
Hon.	Hern	Kevin		P	OK01	2023	4/10/2023	20022699
Hon.	Hern	Kevin		P	OK01	2023	5/11/2023	20022908
Hon.	Hern	Kevin		P	OK01	2023	6/13/2023	20023136
Hon.	Hern	Kevin		P	OK01	2023	7/12/2023	20023303
Hon.	Hern	Kevin		P	OK01	2023	8/16/2023	20023532
	Hernandez	Peter		C	CA18	2023	3/27/2023	10051112
	Hernandez Rivera	Pablo Jose		C	PR00	2023	8/13/2023	10055410
	Hernandez Rivera	Pablo Jose		X	PR00	2023	5/10/2023	8219535
Hon.	Herrell	Stella Yvette		T	NM02	2023	3/11/2023	10050827
Hon.	Herrell	Stella Yvette		X	NM02	2023	1/30/2023	30017752
Hon.	Herrera Beutler	Jaime		T	WA03	2023	1/24/2023	10050822
	Hertel	Curtis	Jr.	A	MI07	2023	8/4/2023	10055477
	Hertel	Curtis	Jr.	C	MI07	2023	8/3/2023	10055422
Hon.	Hice	Jody		T	GA10	2023	4/17/2023	10050801
Hon.	Hice	Jody		X	GA10	2023	1/19/2023	30017744
Hon.	Hill	James French		P	AR02	2023	3/14/2023	20022189
Hon.	Hill	James French		P	AR02	2023	3/16/2023	20022579
Hon.	Hill	James French		P	AR02	2023	3/23/2023	20022591
Hon.	Himes	James A.		P	CT04	2023	3/5/2023	20022515
Hon.	Hollingsworth	Trey		T	IN09	2023	5/5/2023	8219516
Hon.	Hollingsworth	Trey		X	IN09	2023	1/31/2023	8219346
	Horges	Bradley Lamar Mr	Jr	C	IL13	2023	4/17/2023	10052140
	Horne	Andrew		C	AZ01	2023	5/14/2023	10050959
	Hoster	Bill		C	UT02	2023	7/6/2023	10055225
	Hough	Bruce R		A	UT02	2023	7/15/2023	10055314
	Hough	Bruce R		C	UT02	2023	7/15/2023	10055313
	Howell	Tate Arza		C	UT03	2023	5/17/2023	10054817
	Howell	Tate Arza		W	UT03	2023		8219820
	Hubbard	Chuck		C	NC05	2023	7/5/2023	10055216
	Hughes	Sarah		X	NY04	2023	6/9/2023	8219754
	Hunt	Cheyenne		C	CA45	2023	5/19/2023	8219589
Dr.	Huq	Muzibul		C	NY02	2023	5/18/2023	10054869
	Hyser	Chris		C	MD06	2023	7/19/2023	10055226
Ms.	Iroha	Celeste Chizoba		X	MD04	2023	6/21/2023	30019201
Hon.	Ivey	Glenn		X	MD04	2023	5/24/2023	8219728
Hon.	Jackson	Jeff		P	NC14	2023	2/17/2023	20022431
Hon.	Jackson	Jonathan		P	IL01	2023	5/12/2023	20022795
Hon.	Jackson	Jonathan		P	IL01	2023	6/6/2023	20023077
Hon.	Jackson	Jonathan		P	IL01	2023	7/7/2023	20023262
Hon.	Jackson	Jonathan		P	IL01	2023	8/9/2023	20023443
Hon.	Jacobs	Christopher L.		P	NY27	2023	1/20/2023	20022265
Hon.	Jacobs	Christopher L.		T	NY27	2023	5/2/2023	10050742
Hon.	Jacobs	Christopher L.		X	NY27	2023	1/11/2023	30017729
Ms.	Jahn	Lucinda Kwh		D	CA48	2023	6/27/2023	40003503
	Jalis	Musa		C	CA10	2023	7/30/2023	10055423
	James	Scott		X	CO08	2023	8/9/2023	30019367
	Johnson	Drew		C	NV03	2023	6/22/2023	10055152
	Johnson	Julie		X	TX32	2023	7/18/2023	30019338
Mr.	Johnson	Ron		W	PA64	2023		8219821
	Jones	Gian A.		D	NY04	2023	6/22/2023	8219806
Hon.	Jones	Mondaire		C	NY17	2023	8/4/2023	10055401
Hon.	Jones	Mondaire		T	NY17	2023	8/4/2023	10055400
Hon.	Kahele	Kaiali'I		A	HI02	2023	2/1/2023	10050844
Hon.	Kahele	Kaiali'I		T	HI02	2023	1/28/2023	10050832
	Kane	Caroline		C	TX07	2023	5/12/2023	10051161
	Kaplan	Anna		C	NY03	2023	5/22/2023	10054291
Hon.	Kaptur	Marcy		P	OH09	2023	5/15/2023	20022886
Hon.	Katko	John M.		T	NY24	2023	6/2/2023	10050791
Hon.	Katko	John M.		X	NY24	2023	1/18/2023	30017740
Hon.	Kean	Thomas H.		P	NJ07	2023	2/11/2023	20022373
Hon.	Kean	Thomas H.		P	NJ07	2023	3/11/2023	20022550
Hon.	Kean	Thomas H.		P	NJ07	2023	4/13/2023	20022704
Hon.	Kean	Thomas H.	Jr.	P	NJ07	2023	8/13/2023	20023455
Hon.	Keating	William R.		P	MA09	2023	1/30/2023	20022340
Hon.	Keating	William R.		P	MA09	2023	2/28/2023	20022490
Hon.	Keating	William R.		P	MA09	2023	6/15/2023	20023143
Hon.	Keating	William R.		P	MA09	2023	7/19/2023	20023339
Hon.	Keating	William R.		P	MA09	2023	7/31/2023	20023410
Ms.	Keivaulqe Autiameineire	Fepbrina Estrelvia		C	CA17	2023	2/14/2023	10050916
Hon.	Keller	Fred		T	PA12	2023	2/23/2023	8219381
